[jiaren|0150 ¼ÙÈËÅäÖÃÊÒ] KILLFUNC(1) SAFE QUIZ

[G002 Õæ°®ÖÊÑ¯ÎÝ] FIGHT DAY
[M100A|M100 °®Çé³¤ÀÈ] NORECONNECT(G002) NORANDOMMOVE NORECALL NOPOSITIONMOVE DAY
[M100B|M100 °®Çé³¤ÀÈ] NORECONNECT(G002) NORANDOMMOVE NORECALL NOPOSITIONMOVE DAY
[M100C|M100 °®Çé³¤ÀÈ] NORECONNECT(G002) NORANDOMMOVE NORECALL NOPOSITIONMOVE DAY
[F002 °®µÄÐ¡ÎÝ] NORECONNECT(M100A) NORECALL NOPOSITIONMOVE NORANDOMMOVE DAY
[B013 ¶Ä³¡] SAFE NORANDOMMOVE
[B013A|B013 ¶Ä³¡] SAFE NORANDOMMOVE
[DB|DM011 µ£±£µØÍ¼] NORECONNECT(0)
[GA0 ×¯Ô°] SAFE DAY STALL
[GA2 ±ÈÎä³¡] DAY
[N109 ÊÀÍâÌÒÔ´] DAY
[0147	¼àÓü] NORECALL NORANDOMMOVE NOPOSITIONMOVE NOTALLOWUSEMAGIC(Ò°Âù³å×²|Ë²Ï¢ÒÆ¶¯) NOTALLOWUSEITEMS(»Ø³Ç¾í|µØÀÎÌÓÍÑ¾í|ÃËÖØ´«ËÍÊ¯|±ÈÆæ´«ËÍÊ¯) SAFE
[T2361	Ð¡ºÚÎÝ] NORECALL NORANDOMMOVE NOPOSITIONMOVE NOTALLOWUSEMAGIC(Ò°Âù³å×²|Ë²Ï¢ÒÆ¶¯) NOTALLOWUSEITEMS(»Ø³Ç¾í|µØÀÎÌÓÍÑ¾í|ÃËÖØ´«ËÍÊ¯|±ÈÆæ´«ËÍÊ¯) SAFE
[Q001 ÓÂ¶·ËÂµî] NORECONNECT(1) DAY
[T118 ÃüÔËÇôÁý] NORECONNECT(0114) DAY
[G003 Âê·¨×ãÇò³¡] SAFE DAY
[F003 ÐÐ»áÕ½µØÍ¼] Fight2 DAY
[F005 ÐÐ»áÕ½µØÍ¼] Fight2 NORANDOMMOVE DAY
[ZM6|D5071 ÐÐ»áÕù°ÔµØÍ¼] Fight5 NORECONNECT(3) NORANDOMMOVE DAY

M100A	29,81	->	M100B	287,282
[T232 Ç¯³æ³²Ñ¨] NORECONNECT(1) NORANDOMMOVE DAY
11         362,325              ->         T232       22,24
[T218 ËÀÍöÉñµî] NORECONNECT(0) NORANDOMMOVE DAY
4          205,218              ->         T218       14,16
[T339 µØÓüÁÒÑæ] NORECONNECT(0) NORANDOMMOVE DAY
0          428,474              ->         T339       23,24
[T219 ÉîÔ¨Ä§Óò] NORECONNECT(1) NORANDOMMOVE DAY
1          215,312              ->         T219       20,46
[T315 ¶éÂä·Ø³¡] NORECONNECT(1) NORANDOMMOVE DAY
1          320,56               ->         T315       106,51
[T140 À§»óµîÌÃ] NORECONNECT(3) NORANDOMMOVE DAY
R001       55,94                ->         T140       14,15

[H201  É³°Í¿ËÓ°Ö®µÀÒ»²ã]	NORECALL DAY
[H202  É³°Í¿ËÓ°Ö®µÀ¶þ²ã]	NORECALL DAY
[H203  É³°Í¿ËÓ°Ö®µÀÈý²ã]	NORECALL DAY
[H204  É³°Í¿Ë²Ø±¦¸ó]	NORECALL	NORECONNECT(3) DAY

H201   121,191 ->  H202 7,51 
H202   6,50    ->  H201 120,190
H202   90,20   ->  H203 47,90 
H203   48,91   ->  H202 89,21
H203   77,15   ->  H204 50,50

[D619	¾øÍûÐüÑÂ] CHECKQUEST(Q003) NORECONNECT(D618) NORECALL DAY

D606	193,124	->	D619	14,20

[F013	Ä§ÁúµØ·ì] CHECKQUEST(Q004) NORECONNECT(H006) NORECALL DAY

H106	19,83	->	F013	26,42

[F011	×æÂêÊ¥µØ] CHECKQUEST(Q005) NORECONNECT(D5071) NORECALL DAY

D5074	48,18	->	F011	55,62

[T3283	Ê¯Ä¹¼ÀÌ³] CHECKQUEST(Q006) NORECONNECT(D716) NORECALL DAY

R001	19,83	->	T3283	13,39

[D2077	Å£Ä§ÃÔ¹¬] CHECKQUEST(Q007) NORECONNECT(D2078) NORECALL DAY

D2079	36,17	->	D2077	381,384

[D2066	¹ÇÄ§ÈÜ¶´] CHECKQUEST(Q008) NORECONNECT(D2061) NORECALL DAY

D2062	163,23	->	D2066	87,194

[F009	³àÔÂÃØ¾³] CHECKQUEST(Q009) NORECONNECT(D1004) NORECALL DAY
[D10071	³àÔÂÄ§¿ß] NORECONNECT(D1004) NORECALL DAY

D1004	67,230	->	F009	97,175
F009	102,88	->	D10071	11,26

[F007	ÎÖÂêÊ¥µØ] CHECKQUEST(Q010) NORECONNECT(D021) NORECALL DAY

D022	90,294	->	F007	98,138
